Customer ID,Loan Sanction Amount (USD)
C-3974,6856.4883
C-24044,149981.08
C-29243,164.16328
C-37475,127811.78
C-13969,25510.287
C-45863,414.05594
C-23780,-2270.3367
C-42163,1139.3746
C-39856,211.8627
C-7496,478.8513
C-42894,-290.91483
C-49730,-3290.525
C-37419,32.577
C-4380,32112.291
C-43713,97.61014
C-5045,30543.293
C-12353,121801.445
C-43673,-6.962838
C-24756,33362.324
C-24647,117547.08
C-207,100326.84
C-18777,32096.482
C-33276,92245.99
C-20392,64376.098
C-47823,-887.3269
C-3602,-648.7551
C-27911,47235.43
C-13758,44421.668
C-46679,-712.3076
C-36420,45367.04
C-14075,94341.45
C-39863,-1144.9243
C-24035,67293.38
C-34287,100800.836
C-26828,76.30642
C-21739,111206.72
C-21451,37557.547
C-48862,1129.2805
C-7275,75029.19
C-5002,159828.05
C-11940,71693.625
C-9771,142.74333
C-46859,-438.95892
C-30551,65550.12
C-19159,-979.41754
C-43671,421.06015
C-23125,114407.09
C-33813,69787.414
C-3255,108480.39
C-18212,45178.78
C-8069,6.9401765
C-45366,-2331.529
C-15031,39422.73
C-27798,102105.06
C-10353,94040.33
C-45521,-1651.0249
C-25181,196.71362
C-8490,9382.907
C-6789,80700.25
C-9527,61803.68
C-26902,-373.1198
C-36534,125937.016
C-35442,31005.047
C-39696,39481.555
C-42783,-247.43031
C-31361,118934.664
C-20621,110107.61
C-7599,58330.03
C-24378,17306.293
C-16170,58804.473
C-14724,23789.977
C-20279,-278.1007
C-3183,121297.68
C-7091,27301.09
C-33081,41253.066
C-10507,70284.445
C-6997,79289.5
C-30752,34941.844
C-29646,41833.453
C-24514,79539.21
C-21587,33304.992
C-8816,-1155.4373
C-44550,626.1419
C-41741,-1453.5737
C-40536,8837.509
C-35728,83163.555
C-30594,14800.849
C-45845,145100.05
C-7550,77723.11
C-49341,102.01089
C-15624,25164.17
C-17746,47561.6
C-44745,-22.301016
C-29197,40992.68
C-15417,82502.11
C-45088,-5715.314
C-48686,3611.8376
C-14187,29120.219
C-47052,229.16609
C-19224,110936.266
C-26033,94124.78
C-30978,173385.06
C-959,18053.254
C-8561,49135.312
C-28713,69362.164
C-15087,31029.217
C-49061,161.04579
C-46801,-103.36595
C-29344,63844.19
C-28212,1452.8044
C-46128,44.58802
C-4099,26002.191
C-20535,189378.78
C-32902,34097.09
C-25769,19891.357
C-38267,49929.953
C-2736,178537.31
C-41542,-1103.0695
C-384,368.08887
C-35820,-2215.3296
C-30469,37519.863
C-26083,65401.973
C-7134,21595.826
C-28782,389.78555
C-48012,-3781.5466
C-20244,67188.164
C-45606,122366.07
C-38789,55784.527
C-20208,91038.11
C-1125,152679.89
C-20799,26773.275
C-195,50553.99
C-43760,-96.908516
C-37418,-5461.0386
C-2894,123225.766
C-30037,657.77606
C-4598,157626.6
C-49838,-6601.8325
C-4888,23396.06
C-4286,110566.32
C-4621,62235.695
C-13852,36523.348
C-36581,11584.467
C-1622,57519.574
C-24961,-130.35608
C-20532,28121.234
C-7752,57268.78
C-14705,176421.88
C-38026,125627.44
C-15911,40578.99
C-47972,-575.4141
C-14208,48968.523
C-37272,274.80362
C-17238,26653.473
C-29294,63209.992
C-13942,-5117.0576
C-5022,26798.002
C-10633,67605.92
C-40608,19041.732
C-40821,32057.816
C-11342,1091.3604
C-43963,1629.9283
C-22953,198276.25
C-2061,118809.016
C-8906,174980.86
C-29564,2110.7153
C-4345,48391.09
C-29710,23938.238
C-17982,82396.56
C-40843,389.51257
C-11478,135210.53
C-45414,828.7054
C-16518,173724.53
C-9293,29762.11
C-11251,34524.438
C-43478,-367.44962
C-23008,112535.44
C-36223,51711.23
C-42785,955.49835
C-8761,67438.51
C-14711,54138.855
C-22852,60338.773
C-15189,58816.04
C-44107,-76.69166
C-39132,30203.834
C-39272,140147.53
C-26599,-135.47389
C-41059,35954.453
C-18814,288148.1
C-9191,91471.4
C-2602,666.81335
C-37948,40942.227
C-33565,-2230.352
C-13380,24283.06
C-25095,126280.01
C-7578,-623.718
C-31939,77788.51
C-44809,437.9351
C-27238,84435.445
C-31504,53596.293
C-8930,-270.1178
C-42011,2994.0366
C-45386,-669.51086
C-12,52092.258
C-14728,39564.586
C-10521,53162.55
C-45709,259.36728
C-12165,11541.459
C-13621,54458.57
C-46595,7716.872
C-20431,25563.084
C-15663,17240.625
C-2229,121147.35
C-36376,78567.23
C-23807,71540.836
C-1035,121.56447
C-43085,-528.1308
C-7376,51636.08
C-1627,465.00345
C-35410,127050.43
C-19247,122653.02
C-32436,34743.883
C-24460,86433.195
C-10995,40302.305
C-16771,25201.666
C-28073,47245.383
C-42525,773.72046
C-36239,83012.266
C-20443,15390.749
C-47177,4672.2373
C-15832,4679.5337
C-33713,95059.75
C-28362,26631.02
C-30228,69211.46
C-41956,-6.922453
C-6217,213275.5
C-39468,728.38715
C-42324,2792.2676
C-39155,131475.03
C-26527,97890.47
C-35899,16630.775
C-39586,37996.56
C-28036,52494.535
C-8400,81672.805
C-39248,28729.895
C-24046,25355.809
C-28479,91600.64
C-35102,103203.086
C-40652,162793.86
C-498,109736.055
C-23074,119321.75
C-5888,24589.393
C-36749,50260.957
C-45350,-1698.4296
C-22294,48716.215
C-26584,49285.87
C-47438,239.18584
C-18012,79439.06
C-2182,68.26124
C-7577,-308.07788
C-2045,13784.633
C-8697,-473.19943
C-27480,32240.838
C-40427,23144.924
C-25637,50455.574
C-12850,-465.20905
C-27519,44977.15
C-23281,9461.969
C-4103,72626.18
C-33406,48251.375
C-10581,127845.43
C-46409,266.36877
C-9609,50182.758
C-46319,873.574
C-31529,6753.0913
C-13101,-68.29952
C-7740,28332.947
C-33210,81481.93
C-49480,-487.24072
C-2410,-1045.6455
C-535,54374.723
C-39988,591.65564
C-25903,31663.137
C-17205,46628.734
C-6356,57704.082
C-1636,77273.016
C-36260,17385.184
C-28444,67547.164
C-32814,78.51701
C-44750,447.6911
C-22477,71031.98
C-47465,1049.7347
C-29148,82980.15
C-39259,58531.652
C-46549,108.58027
C-47921,82.03199
C-44936,-546.9548
C-4870,18163.367
C-5015,30683.053
C-33581,1041.0652
C-22369,17150.965
C-32606,42603.734
C-13834,55713.54
C-15710,89641.0
C-93,158675.33
C-10395,65436.188
C-9918,137422.73
C-18071,85936.52
C-18465,23274.074
C-44580,-477.22977
C-14737,28804.225
C-12834,117456.086
C-21618,75635.484
C-38834,159130.25
C-16300,103180.95
C-3878,191560.12
C-29136,52803.965
C-28178,17066.06
C-36280,23261.941
C-25952,23329.838
C-32583,41689.57
C-24549,88121.79
C-44549,-495.12567
C-48718,-1280.9583
C-35325,136.62218
C-23748,49679.285
C-27920,100617.375
C-1363,65306.883
C-36327,2979.2966
C-2798,42346.188
C-38594,72186.7
C-23546,76551.96
C-619,50259.273
C-26238,6200.062
C-42073,-40.68545
C-34472,55935.676
C-21856,114678.445
C-44649,318.38116
C-4987,14713.737
C-41699,192.81024
C-5660,9941.564
C-39512,-438.11963
C-9727,110533.875
C-48153,-242.71904
C-41480,277.47144
C-15558,108925.4
C-46491,562.68915
C-19709,55611.94
C-45592,-3097.3357
C-37412,45646.055
C-17125,-520.66754
C-26735,96491.984
C-22360,55069.65
C-38410,351.48495
C-29082,112337.02
C-18135,39442.47
C-29990,69013.875
C-40303,146778.72
C-7272,16421.447
C-597,770.54346
C-31715,71619.17
C-24447,19881.494
C-49288,-377.91577
C-21364,175309.61
C-36505,70872.61
C-27839,25335.654
C-24489,66025.36
C-1733,56849.63
C-1896,73521.82
C-46188,2187.4385
C-42426,-303.03558
C-46926,316.02637
C-44280,190.5673
C-32964,488.38474
C-34966,37380.99
C-44568,61252.11
C-23241,64495.715
C-28807,56923.508
C-31643,17447.785
C-36418,46924.02
C-7101,83403.336
C-4218,11761.25
C-43945,3417.8318
C-10623,22470.992
C-23629,101363.03
C-42934,380.8072
C-30438,20117.426
C-17008,97090.15
C-39663,22378.932
C-9187,14709.164
C-29432,108853.14
C-12626,168967.14
C-13177,7306.358
C-17259,21732.533
C-15460,102262.02
C-3514,8016.9814
C-6121,157820.14
C-44713,788.4334
C-14887,132844.58
C-35718,66631.04
C-9750,20002.0
C-45297,-355.93
C-40119,29967.72
C-175,57644.855
C-41482,-558.6625
C-33849,-105.52461
C-6327,-3426.8906
C-10169,38841.297
C-460,-156.78366
C-39092,7781.762
C-45752,1823.7373
C-48001,-2163.0579
C-31469,122334.87
C-30397,69205.67
C-19183,101139.664
C-21168,142194.39
C-47676,1016.40546
C-600,64047.996
C-28112,100465.625
C-7487,123420.77
C-45162,50.09717
C-2539,69049.28
C-22771,78978.305
C-14773,19891.184
C-7507,110614.76
C-24809,4821.0435
C-15953,79344.68
C-35193,196173.6
C-3118,35569.188
C-10488,94074.89
C-15573,27824.787
C-41670,1457.2666
C-39926,50586.51
C-30559,34564.66
C-21297,98635.07
C-27666,77331.47
C-27011,18261.406
C-4274,50906.668
C-38652,41418.426
C-15987,9095.456
C-20347,44216.695
C-34389,61172.79
C-18706,156375.67
C-20963,13553.25
C-40419,14218.191
C-1298,421.66537
C-10572,52029.066
C-7995,-281.47842
C-45952,-1368.0558
C-22151,27017.746
C-49294,-961.7855
C-5698,16027.216
C-30248,31147.842
C-36085,34529.617
C-38963,417.598
C-33418,6103.7
C-46219,620.2216
C-25671,36847.36
C-2124,22198.982
C-49697,-980.167
C-46251,-1557.9683
C-11725,118935.23
C-27249,23964.623
C-17361,236.44601
C-41384,-66.62264
C-4143,131854.84
C-17294,128161.63
C-46548,-5675.26
C-46323,642.19684
C-44066,452.45856
C-7122,134211.34
C-9336,-60.026115
C-2066,92102.555
C-26224,110291.77
C-23923,54715.848
C-3102,57298.008
C-32757,62895.094
C-35088,126418.81
C-29782,166170.25
C-29718,64421.934
C-24032,102762.52
C-18003,57377.95
C-42445,-2199.135
C-43393,579.61224
C-22060,44273.465
C-31157,144767.53
C-38218,27160.771
C-5199,51737.465
C-26135,73202.44
C-48006,136005.31
C-21470,60222.69
C-8536,26380.37
C-30199,80047.61
C-12104,66219.63
C-36408,51429.35
C-41300,299.18558
C-19149,16701.678
C-30145,74212.26
C-38051,53848.383
C-30323,142024.42
C-24280,184208.28
C-4611,57193.258
C-25009,48654.07
C-42210,-881.8279
C-5948,50392.36
C-45905,808.46564
C-33217,3091.9553
C-13288,51773.59
C-44611,2195.032
C-43194,117.22984
C-30670,26302.148
C-39776,37727.29
C-34292,51553.047
C-364,7630.896
C-16690,55359.79
C-29971,23033.113
C-25894,26866.547
C-32726,29198.33
C-18513,25603.62
C-30056,126018.26
C-39859,79700.0
C-46151,1061.9519
C-40162,34649.555
C-44672,-593.02704
C-47797,653.45026
C-36521,52783.766
C-40489,80439.32
C-10880,119498.27
C-6478,45604.047
C-49619,906.754
C-3196,21478.48
C-20878,125070.08
C-47945,-1430.4438
C-29648,119352.81
C-31984,112327.695
C-18498,25998.049
C-417,122763.7
C-3867,44838.28
C-17940,83726.39
C-8448,100.928
C-18525,48614.4
C-31557,36414.195
C-49133,235.97993
C-42620,-859.75037
C-45072,-1945.9808
C-32317,1097.0303
C-35522,116931.74
C-42295,-825.1065
C-22563,82.07169
C-39659,376.3925
C-35306,14714.654
C-11821,34800.977
C-35025,91187.66
C-31065,54194.953
C-18682,56742.742
C-15941,14733.749
C-45190,-686.45795
C-4145,68255.445
C-15477,14644.547
C-42799,168.67097
C-16891,-17.196896
C-43874,-420.3553
C-39934,149754.27
C-42682,3148.0688
C-12935,20157.727
C-17619,24326.531
C-30338,34715.953
C-30503,45605.258
C-42259,137.57416
C-30524,191963.27
C-30100,159558.08
C-559,23346.516
C-17552,46526.098
C-25156,33606.35
C-49615,1158.379
C-47965,-4557.6895
C-26549,37326.133
C-23662,59766.266
C-32009,22651.791
C-19356,65543.55
C-29076,354.2102
C-17423,34893.207
C-35612,30966.285
C-32297,18352.857
C-38631,40344.504
C-23715,48843.76
C-119,35180.258
C-18089,91989.97
C-33459,14923.235
C-48548,-117.02779
C-42392,-3001.0137
C-32827,147443.94
C-5054,109117.48
C-3462,49830.305
C-19524,55903.867
C-41142,17790.81
C-20367,144784.31
C-16066,61575.633
C-33918,17559.01
C-45588,357.12515
C-10942,78868.76
C-16309,78742.32
C-1024,84584.58
C-44980,1695.189
C-42661,-383.8807
C-41144,57702.48
C-45371,881.86847
C-13019,84620.75
C-38156,23201.6
C-45996,-2370.486
C-30178,46802.312
C-11290,20296.967
C-3065,14461.401
C-30425,37574.145
C-30576,21757.512
C-45423,852.65283
C-22790,44329.965
C-23608,130834.29
C-27159,96023.68
C-18061,25935.023
C-33777,66735.1
C-16613,29376.799
C-34593,46639.742
C-7869,104351.43
C-14701,28580.94
C-20501,130173.22
C-37488,186.35718
C-13768,14035.538
C-28663,47799.29
C-30854,511.83148
C-6445,10113.951
C-35815,34432.543
C-44481,63248.297
C-39400,11238.469
C-47492,1796.2201
C-33159,26335.416
C-1988,37908.305
C-24803,19041.273
C-40887,59590.203
C-45607,268.35178
C-21383,51764.07
C-37571,90136.62
C-44346,-85.55564
C-11904,11875.707
C-18999,61667.492
C-26552,77277.76
C-34796,80090.19
C-493,257.38007
C-17767,895.82135
C-35902,46.961205
C-34724,28840.87
C-29837,29199.49
C-22682,67263.83
C-36430,10336.604
C-2732,68608.016
C-38728,56274.06
C-26862,49267.27
C-5973,75557.836
C-46952,186340.84
C-17967,28301.477
C-405,213390.27
C-38579,30087.084
C-4769,85101.05
C-44511,658.4338
C-44026,253.89926
C-29021,-356.15335
C-11716,66021.414
C-1059,57186.37
C-5544,-560.65784
C-15566,37080.453
C-26896,128919.18
C-44815,132.58144
C-28789,99027.84
C-19212,23464.85
C-10515,183555.12
C-6444,11286.483
C-7137,26619.63
C-23806,71415.34
C-13724,94346.69
C-36039,87396.76
C-35675,34943.42
C-19916,47178.668
C-2187,14880.552
C-29007,61627.15
C-33998,128241.63
C-9359,22430.16
C-4836,153218.58
C-48867,-96.30189
C-3304,51338.582
C-22055,24655.295
C-49090,3.2522478
C-49226,336.40704
C-9491,132468.8
C-44337,547.3656
C-12333,76319.53
C-43170,751.1275
C-33279,50144.164
C-13120,142032.17
C-35332,26220.781
C-29692,61319.02
C-2979,25046.72
C-4412,59788.484
C-36987,32174.9
C-34956,45112.984
C-6344,147494.56
C-46766,-4155.3223
C-47493,-695.5921
C-7712,83274.68
C-197,25243.934
C-4241,23983.365
C-5467,41159.945
C-30093,-53.566795
C-14302,35884.133
C-28545,27523.516
C-47845,1278.8053
C-26340,147442.05
C-41348,804.57306
C-13489,83328.5
C-33053,61280.47
C-285,20426.44
C-1689,46504.715
C-39821,37287.37
C-9955,27955.574
C-12866,11007.975
C-30305,62776.44
C-1968,7299.5874
C-41687,62590.355
C-46113,-315.98093
C-32056,76943.87
C-6318,73489.72
C-28267,166598.64
C-23650,25522.443
C-11387,49484.508
C-5893,21605.771
C-43173,-214.78275
C-13184,138.71785
C-32385,82885.555
C-11618,46045.305
C-22135,20922.777
C-48577,-1533.9178
C-21672,41584.11
C-37133,44082.86
C-49305,667.6474
C-46887,-37139.566
C-47565,149.61337
C-38978,39692.082
C-32222,26114.875
C-38633,16899.45
C-28589,266257.06
C-25867,39384.65
C-22573,49053.74
C-32029,100966.39
C-37436,24870.271
C-34057,53849.355
C-37989,34019.438
C-39972,40705.184
C-34900,47602.09
C-31853,3497.658
C-30766,94696.28
C-22610,124861.78
C-38856,91483.875
C-46752,-227.68414
C-45986,-16498.25
C-24449,14442.617
C-2773,16072.246
C-33732,80550.5
C-30335,138102.72
C-6291,43364.934
C-31746,80045.914
C-1898,18110.057
C-761,67539.555
C-8250,55072.766
C-27441,59882.168
C-4496,83494.82
C-20417,130341.56
C-39316,50836.53
C-26955,16972.896
C-5118,67687.25
C-19361,-167.22903
C-43099,-1521.0574
C-12890,-171.99168
C-49251,156.90854
C-31455,28423.676
C-14224,378.97757
C-41678,-1364.2877
C-28191,22094.354
C-29293,24765.047
C-11619,102588.09
C-26894,26614.836
C-26342,112050.9
C-34439,244.98361
C-40430,27193.775
C-23677,46626.31
C-31640,61559.516
C-48768,1768.7915
C-37180,120604.33
C-27686,17117.457
C-30139,40566.703
C-501,29867.38
C-10366,17135.756
C-6164,51554.848
C-3832,27968.236
C-8066,27621.934
C-39579,42904.395
C-48136,1470.9022
C-43999,-186.00345
C-24424,156499.98
C-30115,45504.55
C-20010,289.5987
C-43511,518.90625
C-5109,362.47708
C-20989,115814.01
C-46636,76841.01
C-45786,-739.46985
C-28319,12556.394
C-24158,-80.34648
C-45387,-139.25171
C-29498,7902.368
C-37809,73624.58
C-29237,13141.628
C-5907,99802.36
C-38549,61449.98
C-45890,-26.060734
C-23004,37740.42
C-40104,51346.57
C-44702,-205.82184
C-24157,92751.63
C-2156,1156.7354
C-19348,294.77295
C-39310,52717.215
C-1746,77044.61
C-13135,54792.176
C-871,60423.176
C-39212,219.78348
C-16919,20326.11
C-43951,340.77417
C-29510,17526.465
C-34456,67804.89
C-5931,27830.465
C-12137,63587.094
C-17738,18083.498
C-13931,105.40859
C-23123,68714.97
C-24089,16591.904
C-9742,75818.06
C-13601,1724.899
C-40014,83643.75
C-46316,1353.7003
C-3432,24976.957
C-38008,120474.12
C-28238,11887.77
C-22866,51723.832
C-41212,82131.46
C-18340,14362.345
C-18146,-1233.1227
C-47799,1189.9503
C-33954,70096.49
C-18054,135006.19
C-47748,-1194.7925
C-11124,48880.46
C-20930,33706.168
C-159,13132.109
C-48280,-5464.2173
C-28468,10733.609
C-36978,63430.023
C-44819,-33.715298
C-23383,60043.023
C-23951,92101.93
C-5498,83841.93
C-4183,19714.38
C-1283,18041.19
C-34781,90133.23
C-18693,96086.75
C-42278,319.59735
C-13982,15682.902
C-376,54397.574
C-33061,68663.95
C-5342,35689.652
C-26677,63840.1
C-17765,6830.8525
C-27136,36624.75
C-14862,114110.164
C-20557,35786.21
C-23720,56207.227
C-44570,-297.5653
C-15730,42180.55
C-4599,85788.805
C-7160,30411.664
C-24797,26441.396
C-40600,36742.082
C-10531,56341.246
C-32719,18034.43
C-38980,85014.27
C-17717,-10986.358
C-13143,3258.5815
C-27357,19457.678
C-36125,133308.66
C-35555,65313.465
C-30418,-1431.7834
C-9070,109117.11
C-2357,-811.76697
C-44943,-493.8246
C-10204,65320.16
C-46070,665.92334
C-42515,974.3931
C-47037,354.7298
C-19758,13372.795
C-24066,125102.086
C-45523,8402.833
C-45835,420.76352
C-22013,88004.99
C-23987,24549.457
C-25561,44835.977
C-42062,166.61182
C-11021,93326.95
C-9807,53976.258
C-9809,97390.53
C-749,35554.95
C-41238,-121.23165
C-38920,29238.822
C-23559,87722.22
C-33707,20724.684
C-41338,332.96484
C-11411,27985.146
C-31866,993.9561
C-37260,546.6867
C-47151,1685.2501
C-44124,-2210.0234
C-33868,57350.754
C-35057,69574.48
C-46508,-162.7798
C-42454,1082.5652
C-29169,-702.8923
C-46907,881.46594
C-49671,207.6425
C-15995,-375.3083
C-19346,84440.875
C-24718,111516.44
C-18791,102014.62
C-45129,634.3494
C-28371,-93.96218
C-7693,93389.61
C-16994,172055.31
C-15339,15671.109
C-6531,-1722.7233
C-2491,15094.9375
C-17330,78838.734
C-6803,56720.688
C-19019,72666.19
C-28216,630.4233
C-47932,577.1849
C-18452,11226.64
C-40266,62521.973
C-6595,100608.01
C-47649,57.214027
C-32312,111121.73
C-20892,-2562.7766
C-11603,105787.48
C-29577,172238.84
C-46821,227.9019
C-19382,6024.6904
C-3013,44925.953
C-2684,80334.69
C-8393,55833.39
C-9636,142336.08
C-20393,90461.65
C-30630,158147.8
C-5209,49873.766
C-13739,90527.7
C-40274,40464.1
C-28205,31301.404
C-21992,71826.164
C-19792,48011.098
C-27495,12280.461
C-35089,49024.906
C-27207,36327.72
C-41335,787.56866
C-18507,142928.17
C-14086,51536.957
C-25437,93197.49
C-20670,17930.078
C-46968,-1877.0597
C-43058,-789.7667
C-33845,92525.016
C-35887,55681.707
C-20455,132056.53
C-32646,47218.848
C-25199,27147.91
C-17794,37382.277
C-26367,90392.234
C-6540,69089.95
C-45847,693.3901
C-3634,56897.23
C-23425,27908.535
C-12001,126617.89
C-38626,10209.338
C-23335,24302.53
C-1939,139.00969
C-27738,1966.9508
C-927,56685.887
C-43387,-794.56226
C-11432,162337.67
C-19046,25416.055
C-44418,271.43362
C-7233,65768.42
C-47159,-82.46647
C-10287,23399.305
C-3808,86563.03
C-12721,51839.953
C-33708,109858.85
C-29143,34852.008
C-39345,29212.807
C-25379,29271.758
C-2616,13283.612
C-27193,95445.914
C-35821,19433.678
C-5204,94796.19
C-14451,13714.601
C-38849,62634.715
C-44396,-315.52194
C-24166,18040.79
C-11270,25482.574
C-39549,154.23306
C-36861,13334.662
C-12697,57706.816
C-41256,335.37607
C-37306,1066.6287
C-16236,12359.113
C-5364,37893.887
C-1159,-309.06204
C-37850,17955.137
C-46502,-128.44952
C-19625,30627.027
C-18327,24601.945
C-18370,90785.3
C-13957,81514.87
C-12532,18706.46
C-19030,10637.96
C-40885,85799.92
C-8146,50901.164
C-43800,5352.37
C-2821,38339.977
C-14872,144002.8
C-20382,52866.035
C-40219,19634.742
C-30415,116841.164
C-34843,39773.523
C-38569,84849.2
C-1841,-2567.4607
C-21838,89233.92
C-7966,56769.043
C-21110,37273.43
C-46164,678.11176
C-1540,26645.918
C-37564,34284.633
C-14449,46407.625
C-17742,104749.62
C-42005,-515.37067
C-9889,26971.066
C-12882,45298.445
C-28176,27311.428
C-30370,212145.47
C-46354,692.4189
C-4272,-136.82103
C-5953,61973.227
C-38795,23405.867
C-45076,979.9208
C-16619,91683.07
C-1409,106507.445
C-6783,61647.348
C-1751,133326.1
C-6897,58050.676
C-32878,177771.17
C-5737,27914.98
C-39850,84117.875
C-5378,17175.53
C-35538,89999.2
C-10345,49952.56
C-10615,22224.475
C-46368,-547.68585
C-47111,-10037.175
C-41460,-1103.0166
C-32960,27936.021
C-15801,134743.98
C-35278,26988.688
C-13654,77103.586
C-2093,24747.666
C-36246,14270.622
C-31309,13641.362
C-4437,73074.97
C-38586,111890.86
C-37640,101568.27
C-30583,183156.2
C-1471,42680.07
C-42809,1378.9666
C-22869,-23.726303
C-49763,-9396.37
C-20763,38628.055
C-41539,1192.3573
C-46490,-4474.845
C-18194,56630.426
C-31740,7081.825
C-25219,163787.8
C-46736,140.48514
C-24446,24872.643
C-27688,71852.13
C-13318,-2893.8313
C-33335,70726.11
C-34010,10810.757
C-30443,46013.43
C-3272,124668.414
C-2940,213786.55
C-42456,1066.5187
C-37135,1873.7876
C-7625,39848.414
C-37957,111836.695
C-11994,53671.28
C-42957,1290.0234
C-41129,827.1789
C-38560,18297.326
C-13600,14163.198
C-39168,94069.836
C-16949,110997.01
C-18142,41137.547
C-27871,-229.84126
C-15307,49476.457
C-35954,28391.232
C-20802,29238.5
C-26097,66982.03
C-41235,92993.41
C-10532,7049.777
C-24405,165541.11
C-36355,28582.271
C-49311,60.146767
C-26783,29509.574
C-41395,948.15356
C-21686,89631.31
C-22102,12277.189
C-3552,53093.82
C-36997,857.69806
C-37760,102180.14
C-20458,40286.004
C-21773,155653.25
C-48148,1701.6592
C-43093,1621.2427
C-13505,61391.965
C-16188,71288.01
C-9921,108013.68
C-49816,357.63367
C-19535,23553.682
C-27268,178042.75
C-252,143380.48
C-21624,48945.133
C-24189,28040.885
C-32694,52456.586
C-15780,-455.05154
C-14678,69622.65
C-6175,53720.625
C-28060,55954.03
C-26861,29107.557
C-29897,53359.48
C-12315,-256.12994
C-23231,-789.9421
C-25617,46117.293
C-42741,0.8405428
C-37741,78459.46
C-2306,27658.592
C-28625,26511.492
C-14318,284.8168
C-2261,69462.445
C-28414,75624.07
C-49949,-239.68326
C-45840,-1721.2725
C-5292,16653.463
C-21941,45944.4
C-26626,613.3054
C-41855,13459.1455
C-25322,77235.195
C-41193,1787.7021
C-11502,12659.566
C-20994,-1484.1244
C-22173,87961.625
C-1202,79799.25
C-39598,51290.367
C-14357,75093.13
C-15564,44499.684
C-48220,161.20805
C-38189,64406.715
C-44704,-116.99559
C-40420,9877.623
C-47880,-341.9037
C-7520,89348.5
C-35764,124184.53
C-43802,13.832471
C-15228,93637.41
C-39642,28296.402
C-1863,122527.66
C-47075,-567.98553
C-33345,65564.19
C-15474,161243.62
C-45136,-646.5624
C-43847,190.51707
C-19516,45154.07
C-47277,1176.918
C-11546,-516.22424
C-44844,898.11206
C-954,78270.266
C-25775,34444.766
C-24262,8197.627
C-1320,107048.164
C-20177,143537.2
C-45735,346.61386
C-2532,141710.25
C-40426,34462.125
C-17961,105753.56
C-17984,-21.97926
C-40657,36167.082
C-14416,30995.043
C-33323,101313.45
C-27233,101444.26
C-30174,126508.3
C-25273,172579.56
C-25707,65906.06
C-28165,82260.03
C-36079,35831.688
C-42257,2274.633
C-31153,594.7292
C-354,11417.659
C-34188,50604.234
C-1441,46066.582
C-23778,56377.816
C-40207,142924.9
C-22148,182881.0
C-16215,75729.97
C-30304,55564.58
C-5771,-410.39368
C-9964,51719.406
C-31019,178222.97
C-8644,27047.822
C-6139,26011.512
C-31336,-592.1909
C-7206,83074.23
C-12425,109241.8
C-37803,68871.484
C-28095,84663.06
C-47933,-1465.4901
C-47736,-310.66867
C-41889,-2119.9795
C-1472,173264.52
C-12340,17262.053
C-4100,9.014411
C-6013,26878.191
C-2998,136384.73
C-34782,17504.2
C-26438,23033.367
C-7421,127.98572
C-42976,936.5398
C-14842,268484.34
C-6119,32008.559
C-9121,2657.3281
C-13631,21426.771
C-5988,115426.72
C-25430,71889.336
C-31268,27077.81
C-25123,-457.2809
C-40402,28018.584
C-15726,-626.43036
C-23173,81054.02
C-24413,1064.6207
C-34828,100155.61
C-7523,96047.73
C-10469,110209.92
C-281,23514.443
C-8284,24034.318
C-32813,17805.102
C-48504,-474.29675
C-9197,17972.88
C-43141,-3787.86
C-40725,84798.73
C-18970,44051.363
C-5895,18973.203
C-10352,43261.496
C-26521,57741.992
C-43571,296.46646
C-41971,6.1714873
C-5873,84293.72
C-5356,48108.242
C-22392,127917.56
C-43342,1196.3589
C-5279,24991.232
C-36201,111975.46
C-23338,25109.174
C-31056,53797.29
C-30992,79313.08
C-2312,92981.81
C-25288,25376.16
C-37487,51833.64
C-17085,138180.52
C-13183,99403.62
C-31073,86388.13
C-13953,106374.16
C-34065,2418.3716
C-13858,154919.62
C-8820,25654.318
C-84,29604.605
C-47384,-431.8389
C-11285,96579.555
C-30001,66396.9
C-37393,164908.58
C-2877,17859.318
C-49126,-1019.8718
C-16450,83771.86
C-5164,90557.04
C-30004,24741.814
C-20037,178160.14
C-24917,89750.5
C-45734,1466.4164
C-48789,-164.58339
C-38109,24204.018
C-25403,108885.28
C-20752,33469.625
C-2548,126290.79
C-31162,28154.236
C-45513,1059.8516
C-27289,74769.625
C-9023,75532.18
C-4114,-802.97064
C-32051,17826.582
C-45594,1091.9717
C-15652,67366.09
C-32098,24337.6
C-3323,106011.875
C-11899,18869.465
C-29771,142090.23
C-6788,22831.955
C-24341,84288.57
C-34987,4050.8982
C-14022,31373.596
C-12740,74902.734
C-20921,50081.68
C-8695,31940.484
C-19061,96748.89
C-47585,-353.69736
C-17597,40099.758
C-19383,121.82845
C-8927,47965.85
C-32781,-352.18478
C-39063,52259.227
C-23536,118649.125
C-33660,50432.28
C-22182,-622.05927
C-29848,176560.64
C-36174,50190.31
C-32801,6377.3784
C-20618,60921.44
C-10035,115451.53
C-22998,66428.82
C-27285,145178.97
C-32176,47612.22
C-11787,83269.13
C-44357,-572.3184
C-18097,12075.425
C-6359,18437.93
C-22559,48169.96
C-9687,-326.5893
C-1747,23668.912
C-9192,66732.7
C-24526,18378.922
C-36353,66764.766
C-42610,29431.105
C-11652,116796.375
C-21546,90294.945
C-503,20054.307
C-15939,27309.36
